,id,type_de_bien,année,nb_de_pieces,surface,ville,prix
64,140,appartement,2022.0,2,44, EYSINES,176000
65,141,appartement,1900.0,4,107, BORDEAUX,619500
66,145,maison,2009.0,5,240, ARCACHON,2100000
67,146,maison,1989.0,6,118, LE NIZAN,193200
68,147,maison,2000.0,7,164, BORDEAUX,790000
69,148,maison,1900.0,10,277, LIBOURNE,882000
70,149,maison,1970.0,6,125, PESSAC,519000
71,150,maison,2000.0,6,142, LANTON,589500
72,152,maison,1974.0,12,290, BRANNE,470000
73,153,appartement,1900.0,3,71, BORDEAUX,379600
74,154,appartement,1970.0,3,60, ARCACHON,180000
75,155,maison,1900.0,8,377, ETAULIERS,184000
76,156,maison,1900.0,8,220, ST EMILION,237000
77,157,maison,2008.0,7,350, GUJAN MESTRAS,2650000
78,164,appartement,1980.0,3,46, GRADIGNAN,192500
79,165,maison,1900.0,4,142, ST PHILIPPE D AIGUILLE,196000
80,166,appartement,1900.0,3,85, BORDEAUX,480000
81,169,maison,1900.0,7,170, CERONS,265000
82,170,maison,1900.0,8,430, LANGOIRAN,885000
83,171,maison,1986.0,4,120, PETIT PALAIS ET CORNEMPS,305000
84,172,maison,1900.0,6,220, BORDEAUX,1280000
85,175,appartement,2021.0,4,88, BORDEAUX,409000
86,178,maison,1985.0,5,95, TALENCE,379000
87,179,appartement,1900.0,2,44, BORDEAUX,268000
88,181,maison,1959.0,5,120, PESSAC,410000
89,184,appartement,2019.0,3,70, VILLENAVE D ORNON,250000
90,192,maison,1900.0,5,144, LIBOURNE,313000
91,195,maison,2002.0,4,72, CASTILLON LA BATAILLE,104000
92,197,maison,2002.0,6,130, CERONS,370000
93,198,maison,1965.0,2,37, ARES,150000
94,205,maison,1789.0,7,291, LIBOURNE,465000
95,209,maison,1975.0,3,70, ST MAGNE DE CASTILLON,140000
96,210,maison,1930.0,3,65, CASTILLON LA BATAILLE,65000
97,211,maison,1960.0,5,90, BEGLES,398000
98,212,maison,1980.0,6,132, LANGON,243000
99,223,maison,1970.0,4,130, ARCACHON,860000
100,224,maison,1900.0,2,40, BORDEAUX,257000
101,227,maison,1981.0,5,147, LEGE CAP FERRET,577500
102,228,maison,1907.0,1,146, AUDENGE,357000
103,229,maison,2009.0,4,78, PORTETS,219350
104,230,appartement,2019.0,4,97, BRUGES,350000
105,232,appartement,2018.0,4,89, ARCACHON,430000
106,233,appartement,2018.0,3,62, ARCACHON,295000
107,234,appartement,1990.0,4,107, BORDEAUX,649000
108,235,appartement,1990.0,5,125, BORDEAUX,649000
109,241,maison,1960.0,6,120, GUITRES,113000
110,243,appartement,2004.0,3,76, BORDEAUX,292000
111,244,maison,2012.0,3,74, LACANAU,220000
112,248,appartement,1949.0,3,70, BORDEAUX,555000
113,253,maison,2009.0,4,90, FRONSAC,200000
114,260,maison,2006.0,5,100, GRAYAN ET L HOPITAL,223700
115,261,appartement,1975.0,2,28, ARCACHON,265000
116,265,maison,1900.0,10,211, BOURG,575000
117,268,appartement,2005.0,3,62, SOULAC SUR MER,279500
118,273,maison,1800.0,5,203, ST LAURENT MEDOC,360000
119,274,maison,1875.0,5,200, JAU DIGNAC ET LOIRAC,315600
120,276,maison,1966.0,4,120, PESSAC,499500
121,278,maison,1910.0,5,170, LA REOLE,217000
122,279,appartement,2020.0,3,58, PAREMPUYRE,190000
123,280,appartement,1999.0,3,54, BEGLES,212000
124,297,appartement,2007.0,3,68, BORDEAUX,261250
125,298,maison,2005.0,5,128, LA TESTE DE BUCH,915200
126,300,maison,1940.0,7,120, ARCACHON,499000
127,301,maison,1900.0,9,220, BORDEAUX,1150000
128,302,maison,1900.0,7,255, BORDEAUX,1345000
129,303,maison,2017.0,4,95, CAZAUX                          ,434000
130,305,maison,1940.0,5,156, ARCACHON,585000
131,306,maison,1970.0,6,246, ST ROMAIN LA VIRVEE,375000
132,307,maison,1900.0,5,100, CASTILLON LA BATAILLE,212000
133,308,maison,2005.0,7,140, LACANAU,429000
134,309,appartement,1900.0,3,78, BORDEAUX,396550
135,310,maison,2006.0,8,173, HOURTIN,420000
136,311,appartement,2010.0,3,55, BRUGES,223700
137,312,maison,2005.0,6,171, MARCHEPRIME,600000
138,313,maison,1984.0,6,141, GRADIGNAN,511000
139,314,maison,1950.0,6,185, LE BOUSCAT,1195000
140,315,maison,1975.0,6,133, POMPIGNAC,399000
141,316,appartement,2019.0,3,66, MERIGNAC,289000
142,317,maison,1990.0,4,75, LANTON,299600
143,318,maison,1910.0,4,96, LA TESTE DE BUCH,780000
144,320,appartement,1961.0,3,66, ARCACHON,383000
145,325,maison,1998.0,9,262, MIOS,535000
146,326,appartement,2020.0,2,47, BRUGES,203000
147,327,appartement,2021.0,2,45, BORDEAUX,228000
148,328,maison,1097.0,7,130, GAJAC,208200
149,329,maison,2009.0,4,109, ANDERNOS LES BAINS,845000
150,330,appartement,1960.0,5,108, BORDEAUX,430000
151,332,maison,1978.0,4,105, ARCACHON,760000
152,333,maison,1978.0,5,200, FARGUES ST HILAIRE,624000
153,334,maison,2010.0,6,112, LUSSAC,193000
154,337,appartement,1982.0,2,48, BORDEAUX,185500
155,338,maison,2016.0,7,212, LA TESTE DE BUCH,998000
156,343,appartement,1975.0,2,38, ARCACHON,360400
157,344,maison,2019.0,4,100, LIBOURNE,327000
158,345,maison,1988.0,6,140, CENON,350000
159,349,maison,2006.0,6,209, ST MEDARD EN JALLES,895000
160,350,maison,1811.0,7,190, LA REOLE,265900
161,354,maison,2008.0,5,137, COUQUEQUES,214000
162,357,appartement,2010.0,3,57, GUJAN MESTRAS,190000
163,358,maison,1920.0,4,99, BORDEAUX,544000
164,361,maison,1900.0,4,98, FRONSAC,164000
165,363,maison,1850.0,8,212, ST PIERRE DE MONS,379000
166,364,maison,1980.0,3,93, LEGE CAP FERRET,575000
167,366,maison,1880.0,8,290, BLAYE,297000
168,368,maison,1780.0,7,250, ST EMILION,449000
169,369,maison,1900.0,8,260, ST EMILION,368000
170,371,maison,1992.0,4,115, SALLES,127200
171,372,maison,1965.0,6,141, BORDEAUX,1155000
172,378,appartement,2022.0,2,40, BIGANOS,167000
173,379,appartement,2022.0,3,62, BIGANOS,227000
174,380,appartement,2022.0,1,29, BIGANOS,138000
175,381,appartement,2022.0,2,41, BIGANOS,174000
176,383,maison,1900.0,3,89, ST ESTEPHE,108300
177,384,appartement,1900.0,4,79, BRANNE,155000
178,387,maison,1980.0,1,21, LACANAU OCEAN                   ,98000
179,388,maison,2005.0,6,115, LACANAU OCEAN                   ,634000
180,390,appartement,1850.0,4,132, BORDEAUX,669000
181,391,maison,1850.0,3,63, LANGON,115000
182,392,maison,2007.0,5,178, MIOS,474000
183,394,maison,2017.0,4,95, LA TESTE DE BUCH,439000
184,397,maison,1970.0,6,151, LATRESNE,434600
185,398,maison,1850.0,4,220, LANGON,140000
186,402,maison,1998.0,6,243, GUJAN MESTRAS,987000
187,403,appartement,2014.0,2,45, MERIGNAC,209000
188,404,maison,2013.0,5,175, LE PIAN MEDOC,549990
189,405,maison,2010.0,4,84, BIGANOS,285000
190,406,maison,1970.0,6,130, ST SEURIN SUR L ISLE,120000
191,408,maison,2017.0,5,200, MIOS,684750
192,409,appartement,2008.0,2,32, CAMBES,97600
193,410,maison,1920.0,4,103, CENON,274000
194,411,appartement,1900.0,2,58, BORDEAUX,279000
195,413,maison,2018.0,7,278, ANDERNOS LES BAINS,1299000
196,414,appartement,2022.0,5,161, BORDEAUX,1190000
197,415,appartement,2019.0,2,44, VILLENAVE D ORNON,173000
198,418,maison,1900.0,7,261, ARCACHON,2600000
199,419,maison,1946.0,13,243, VILLENAVE D ORNON,728000
200,420,appartement,1969.0,3,62, ARCACHON,488000
201,421,maison,1900.0,3,72, BORDEAUX,378000
202,423,appartement,2018.0,2,40, ARCACHON,205000
203,424,appartement,1990.0,6,222, BORDEAUX,1490000
204,430,appartement,1970.0,3,40, ARCACHON,355000
205,431,maison,1850.0,7,208, BRUGES,936000
206,432,appartement,1980.0,1,38, BORDEAUX,102600
207,434,appartement,1980.0,1,35, BORDEAUX,91800
208,437,maison,1962.0,6,162, LE TAILLAN MEDOC,434500
209,438,maison,1997.0,7,205, LA REOLE,358000
210,442,maison,1976.0,4,100, LIBOURNE,214000
211,447,maison,1900.0,5,85, LANTON,322000
212,448,maison,1970.0,6,185, LESPARRE MEDOC,367200
213,449,maison,2014.0,6,155, LIBOURNE,355000
214,453,appartement,1900.0,3,78, BORDEAUX,399000
215,454,maison,1950.0,7,162, BORDEAUX,898000
216,455,maison,1959.0,7,190, LA TESTE DE BUCH,1345500
217,456,appartement,2019.0,4,92, BLANQUEFORT,337000
218,457,maison,1949.0,8,213, BRANNE,235000
219,459,maison,1970.0,6,220, ST AUBIN DE MEDOC,500000
220,460,maison,2009.0,4,115, LANGON,273685
221,461,maison,2019.0,5,81, LEGE CAP FERRET,498000
222,464,maison,1850.0,5,129, LANGON,181000
223,466,appartement,1980.0,3,55, ARCACHON,360000
224,470,maison,1922.0,7,186, MIOS,789000
225,471,appartement,1980.0,3,71, LA TESTE DE BUCH,592800
226,476,maison,1885.0,3,55, MACAU,118000
227,477,appartement,2010.0,2,43, LA TESTE DE BUCH,220000
228,478,appartement,1900.0,3,92, BORDEAUX,599000
229,486,maison,1750.0,12,300, FRONSAC,349800
230,487,maison,1950.0,2,30, AUROS,45000
231,488,maison,1979.0,4,77, LANGON,158000
232,489,appartement,2009.0,2,32, CAMBES,87000
233,490,maison,2013.0,4,114, LEGE CAP FERRET,558900
234,510,maison,1988.0,6,145, SALLES,399000
235,511,maison,1970.0,8,186, HOSTENS,449000
236,512,appartement,2009.0,3,63, BORDEAUX,229900
237,514,appartement,1900.0,7,196, BORDEAUX,735000
238,515,maison,1900.0,4,115, BORDEAUX,577000
239,519,maison,1987.0,4,103, LA TESTE DE BUCH,448000
240,520,maison,1954.0,5,111, EYSINES,399000
241,521,maison,1930.0,7,140, BORDEAUX,610000
242,522,maison,1975.0,6,132, ARES,452500
243,523,appartement,2021.0,5,130, EYSINES,464000
244,524,appartement,2021.0,4,87, EYSINES,331000
245,527,maison,1973.0,5,99, NAUJAC SUR MER,225000
246,529,maison,1930.0,5,110, BORDEAUX,479900
247,532,appartement,1965.0,4,80, BORDEAUX,352000
248,533,appartement,2020.0,3,73, LE BOUSCAT,377000
249,534,appartement,2020.0,4,81, BORDEAUX,321000
250,535,appartement,2019.0,3,62, VILLENAVE D ORNON,260000
251,543,maison,2013.0,4,112, LES SALLES DE CASTILLON,228000
252,548,maison,1900.0,7,193, TALENCE,575000
253,550,appartement,2021.0,4,90, MERIGNAC,446000
254,551,appartement,2020.0,4,84, BRUGES,317000
255,554,maison,2003.0,4,50, SOULAC SUR MER,140700
256,555,appartement,1964.0,3,55, BORDEAUX,185000
257,556,appartement,1964.0,3,55, BORDEAUX,185000
258,557,maison,1900.0,3,87, ST YZANS DE MEDOC,40000
259,558,maison,1989.0,5,181, ORDONNAC,220000
260,559,maison,1974.0,7,300, ARCACHON,2450000
261,560,maison,1900.0,4,77, PODENSAC,120000
262,561,appartement,2020.0,4,81, BORDEAUX,357990
263,562,maison,2007.0,4,77, SOULAC SUR MER,165000
264,565,maison,2000.0,5,150, GAILLAN EN MEDOC,285000
265,566,maison,1950.0,6,182, VENSAC,109000
266,567,maison,2017.0,7,150, LIBOURNE,337000
267,568,maison,1930.0,6,160, ARCACHON,1150000
268,569,appartement,1900.0,1,29, BORDEAUX,265000
269,574,maison,1900.0,1,77, COUTRAS,54000
270,577,appartement,1900.0,5,136, BORDEAUX,650000
271,579,appartement,2020.0,2,40, LE BOUSCAT,204000
272,588,maison,1900.0,10,260, BORDEAUX,1249000
273,589,maison,1936.0,6,132, BORDEAUX,495000
274,590,maison,2006.0,6,107, CAVIGNAC,223000
275,592,maison,2005.0,4,125, LUGOS,328800
276,594,maison,1900.0,8,244, ST ANDRE DE CUBZAC,318000
277,595,maison,1970.0,5,123, ARCACHON,735000
278,599,maison,2003.0,4,87, LE PORGE,309500
279,600,maison,1980.0,5,120, LEGE CAP FERRET,409500
280,601,maison,2001.0,4,100, HOURTIN,265000
281,602,appartement,2017.0,2,43, LA TESTE DE BUCH,210000
282,603,maison,1900.0,5,120, ST DENIS DE PILE,119000
283,605,appartement,1965.0,5,138, BORDEAUX,735000
284,606,maison,1990.0,5,145, VILLENAVE D ORNON,295400
285,607,maison,1987.0,3,69, SOULAC SUR MER,274700
286,609,appartement,2019.0,3,90, EYSINES,475000
287,610,appartement,2021.0,4,84, BORDEAUX,610000
288,617,appartement,1930.0,4,134, ARCACHON,610000
289,620,maison,1979.0,6,130, BORDEAUX,570000
290,624,maison,1999.0,4,118, LEOGNAN,435000
291,625,maison,1992.0,4,90, SALLES,165000
292,626,maison,1900.0,4,104, BORDEAUX,382000
293,633,appartement,2017.0,5,87, PAREMPUYRE,268000
294,634,appartement,1900.0,3,72, ARCACHON,500000
295,635,appartement,1750.0,4,94, BORDEAUX,450000
296,636,appartement,1900.0,3,50, BORDEAUX,299000
297,637,maison,1980.0,6,150, LACANAU OCEAN                   ,470000
298,641,maison,1985.0,4,112, TALAIS,259400
299,645,maison,1820.0,11,450, BELIN BELIET,892000
300,648,maison,2014.0,5,154, LEOGNAN,593700
301,649,maison,2011.0,4,90, BRANNE,182000
302,650,maison,2006.0,4,80, ST SEURIN SUR L ISLE,139000
303,654,appartement,2019.0,4,93, BORDEAUX,355000
304,655,maison,1920.0,5,110, BORDEAUX,718000
305,657,maison,2017.0,4,95, LA TESTE DE BUCH,439000
306,661,maison,1880.0,10,395, BORDEAUX,1890000
307,662,appartement,2014.0,2,55, BORDEAUX,254700
308,663,maison,2019.0,4,87, ANDERNOS LES BAINS,315900
309,664,maison,1900.0,6,250, BRANNE,349000
310,665,maison,1900.0,6,250, BRANNE,349000
311,666,maison,2002.0,6,165, SALLES,510400
312,667,maison,2018.0,4,102, VILLENAVE D ORNON,381000
313,669,maison,2012.0,4,95, BELIN BELIET,328650
314,670,maison,2012.0,5,169, BIGANOS,315000
315,672,maison,1900.0,5,131, BORDEAUX,735000
316,674,maison,1990.0,8,300, MERIGNAC,955000
317,676,maison,1960.0,6,151, LESPARRE MEDOC,203300
318,683,appartement,2019.0,3,68, BORDEAUX,310000
319,684,appartement,2019.0,4,193, BORDEAUX,1400000
320,685,appartement,2020.0,4,75, GRADIGNAN,335000
321,686,appartement,2020.0,3,61, EYSINES,389000
322,687,appartement,2019.0,3,68, BORDEAUX,460000
323,688,appartement,2020.0,4,76, PESSAC,420000
324,689,appartement,2018.0,2,46, BORDEAUX,220000
325,690,appartement,2021.0,2,49, BORDEAUX,271500
326,691,appartement,2021.0,4,101, BORDEAUX,493500
327,692,appartement,2019.0,2,47, MERIGNAC,202000
328,693,appartement,2019.0,4,113, MERIGNAC,472000
329,694,appartement,2020.0,4,109, ST AUBIN DE MEDOC,432378
330,695,appartement,2020.0,4,109, VILLENAVE D ORNON,440000
331,696,maison,2020.0,4,86, BRUGES,320000
332,697,maison,2001.0,7,203, LUDON MEDOC,650000
333,698,maison,1948.0,5,142, TALAIS,181000
334,699,maison,2019.0,5,85, BORDEAUX,485000
335,702,appartement,2011.0,3,66, SOULAC SUR MER,162750
336,704,maison,1969.0,5,96, ARCACHON,945000
337,706,maison,1900.0,7,140, BORDEAUX,735000
338,710,maison,2005.0,5,152, SALLES,369000
339,712,maison,2009.0,4,75, GUJAN MESTRAS,525000
340,713,maison,1850.0,8,345, ST ANDRE DE CUBZAC,340000
341,714,maison,1920.0,9,280, ST MEDARD DE GUIZIERES,288500
342,715,maison,2002.0,4,93, LESPARRE MEDOC,193000
343,716,maison,2015.0,4,80, LESPARRE MEDOC,223700
344,719,maison,1880.0,12,340, ARCACHON,3280000
345,720,maison,2009.0,5,141, ST SULPICE ET CAMEYRAC,527000
346,721,maison,2000.0,6,153, ARES,678000
347,724,maison,1780.0,6,230, BRUGES,1066000
348,725,maison,2003.0,5,132, LACANAU OCEAN                   ,755000
349,730,maison,1954.0,3,75, AMBARES ET LAGRAVE,299000
350,731,maison,1949.0,5,245, ST LAURENT DU BOIS,275000
351,733,appartement,2020.0,2,46, GUJAN MESTRAS,212000
352,734,appartement,2020.0,4,100, GUJAN MESTRAS,401000
353,735,appartement,1970.0,3,89, BORDEAUX,388000
354,739,maison,2008.0,4,91, LEOGNAN,267900
355,740,maison,1920.0,8,184, BORDEAUX,1082000
356,741,maison,1930.0,7,145, BORDEAUX,599000
357,742,maison,1974.0,4,108, GAILLAN EN MEDOC,165000
358,744,maison,1968.0,4,106, MERIGNAC,273000
359,745,maison,1850.0,7,200, LANGON,139000
360,746,maison,1940.0,6,120, LANGON,264000
361,747,maison,1979.0,6,228, LA TESTE DE BUCH,699500
362,749,maison,2005.0,5,138, SALLES,330000
363,750,appartement,1900.0,1,38, BORDEAUX,197950
364,751,appartement,1900.0,6,193, BORDEAUX,1155000
365,752,maison,1982.0,5,161, ARES,530000
366,757,appartement,1960.0,3,65, BORDEAUX,220000
367,758,maison,1949.0,8,260, BRANNE,311000
368,759,maison,1970.0,6,175, LIBOURNE,585000
369,762,appartement,1920.0,1,29, SOULAC SUR MER,89040
370,763,maison,2011.0,6,160, PUYBARBAN,247000
371,764,maison,1900.0,8,360, BORDEAUX,1312500
372,766,appartement,1900.0,1,39, BORDEAUX,200000
373,767,maison,1970.0,4,102, LEGE CAP FERRET,976500
374,768,appartement,1998.0,3,71, LA TESTE DE BUCH,290000
375,769,maison,1960.0,4,116, VENSAC,161500
376,770,maison,1944.0,4,82, VENDAYS MONTALIVET,172200
377,771,maison,1960.0,8,245, ARCACHON,1463000
378,772,appartement,1989.0,2,47, BORDEAUX,245500
379,773,maison,1830.0,8,115, TALENCE,371000
380,774,maison,1980.0,5,110, ETAULIERS,127200
381,778,appartement,2004.0,3,70, BORDEAUX,292600
382,779,maison,1900.0,5,220, LIBOURNE,250000
383,784,maison,1970.0,3,77, BORDEAUX,267500
384,785,appartement,1980.0,2,30, HOURTIN,159000
385,786,maison,2016.0,6,156, BEYCHAC ET CAILLAU,495000
386,790,maison,1800.0,4,105, BLAYE,220000
387,805,appartement,2016.0,4,80, BLANQUEFORT,299000
388,809,maison,1934.0,3,75, MERIGNAC,339625
389,810,maison,2009.0,3,64, SAUCATS,195000
390,814,maison,1950.0,4,102, GAILLAN EN MEDOC,140000
391,817,maison,2009.0,6,165, BRUGES,798000
392,819,maison,1974.0,7,152, LACANAU,498000
393,820,maison,1890.0,5,170, ST ANDRE DE CUBZAC,265000
394,821,appartement,1980.0,2,30, SOULAC SUR MER,82680
395,822,appartement,2012.0,3,70, SOULAC SUR MER,231000
396,823,appartement,2012.0,3,70, SOULAC SUR MER,210000
397,827,maison,1900.0,4,150, ARCACHON,795000
398,828,maison,2014.0,5,94, BORDEAUX,360000
399,829,maison,1930.0,7,180, BORDEAUX,899000
400,830,maison,1988.0,6,160, LE BOUSCAT,695000
401,833,maison,1850.0,6,200, LIBOURNE,335000
402,835,appartement,2019.0,2,45, BORDEAUX,199000
403,836,maison,2005.0,5,139, BELIN BELIET,365000
404,837,maison,1900.0,5,107, CASTILLON LA BATAILLE,155000
405,839,maison,1980.0,2,30, LACANAU OCEAN                   ,175000
406,840,maison,1900.0,5,100, BLAYE,84000
407,841,appartement,1974.0,3,75, BORDEAUX,274000
408,842,maison,2009.0,7,260, ARSAC,640000
409,847,maison,1900.0,7,200, BORDEAUX,588000
410,848,appartement,2019.0,2,48, PESSAC,230000
411,849,appartement,2019.0,4,90, PESSAC,390000
412,850,maison,1900.0,3,70, IZON,188680
413,851,maison,2000.0,5,162, MARSAS,232140
414,853,appartement,2021.0,3,66, PESSAC,304000
415,854,appartement,2019.0,3,66, PESSAC,304000
416,855,appartement,2019.0,4,101, PESSAC,485000
417,856,maison,2019.0,4,90, PESSAC,433000
418,857,maison,2003.0,4,51, SOULAC SUR MER,125000
419,858,maison,2010.0,4,92, LEGE CAP FERRET,339900
420,861,maison,2014.0,4,102, ORDONNAC,244100
421,871,maison,2005.0,5,170, LE BARP,435000
422,873,maison,1975.0,5,98, MACAU,267500
423,874,maison,1983.0,6,110, GUITRES,215000
424,878,maison,1979.0,4,70, VAYRES,295400
425,879,maison,1890.0,5,120, BORDEAUX,480700
426,880,maison,1250.0,7,300, BARSAC,470000
427,881,appartement,1850.0,3,104, BORDEAUX,587100
428,883,maison,1998.0,5,180, NAUJAC SUR MER,357000
429,884,maison,1995.0,10,478, ARTIGUES PRES BORDEAUX,936000
430,887,maison,1850.0,11,320, LIBOURNE,950000
431,889,appartement,2017.0,3,60, LA TESTE DE BUCH,270000
432,890,appartement,2020.0,4,83, MERIGNAC,352000
433,891,appartement,2021.0,5,110, LE BOUSCAT,710000
434,892,appartement,2020.0,4,82, BORDEAUX,414875
435,893,maison,1956.0,5,135, MERIGNAC,530000
436,902,maison,1972.0,6,116, SABLONS,123000
437,903,appartement,2010.0,1,22, MERIGNAC,79500
438,904,appartement,2010.0,1,22, MERIGNAC,79500
439,906,maison,1990.0,7,147, LE TAILLAN MEDOC,499000
440,907,appartement,1800.0,4,120, BORDEAUX,699900
441,922,maison,1900.0,4,112, BELVES DE CASTILLON,119000
442,923,maison,1980.0,3,31, LACANAU OCEAN                   ,220000
443,924,maison,1996.0,3,85, LANTON,383000
444,925,appartement,1850.0,5,124, BORDEAUX,550000
445,926,appartement,1800.0,4,76, BORDEAUX,447200
446,927,appartement,1900.0,3,51, BORDEAUX,256000
447,928,appartement,1900.0,3,62, BORDEAUX,291200
448,929,appartement,2000.0,3,53, BORDEAUX,224600
449,930,appartement,1850.0,3,77, BORDEAUX,466900
450,931,appartement,1990.0,3,63, BORDEAUX,245500
451,932,appartement,1900.0,3,65, BORDEAUX,242400
452,934,maison,1970.0,5,116, CABARA,198000
453,935,maison,1999.0,6,103, SALLES,314200
454,936,appartement,2018.0,4,86, BORDEAUX,487000
455,937,maison,1956.0,4,75, AMBES,160000
456,938,maison,1900.0,5,142, SALIGNAC,158000
457,939,maison,1900.0,1,265, SALIGNAC,130000
458,940,maison,1900.0,7,245, COUTRAS,361000
459,942,maison,1973.0,10,138, LIBOURNE,244000
460,944,maison,1900.0,6,150, LA TESTE DE BUCH,1490000
461,945,maison,1948.0,11,264, CADAUJAC,442000
462,947,maison,1980.0,6,218, SOULAC SUR MER,436800
463,948,maison,1970.0,12,225, STE EULALIE,482000
464,950,appartement,2011.0,3,62, BRUGES,192000
465,951,maison,1900.0,10,180, BORDEAUX,798000
466,952,maison,2005.0,6,220, HOSTENS,665000
467,953,maison,1900.0,8,350, BLAYE,368000
468,956,maison,2006.0,7,154, ST PIERRE DE MONS,317170
469,957,maison,1930.0,4,85, LANTON,323000
470,959,maison,1997.0,5,140, GUJAN MESTRAS,575000
471,961,appartement,1900.0,2,52, BORDEAUX,232000
472,963,maison,1830.0,4,102, LA TESTE DE BUCH,190800
473,965,appartement,2022.0,3,56, AUDENGE,197500
474,969,maison,1976.0,5,116, GRADIGNAN,379000
475,970,maison,1900.0,10,290, BORDEAUX,1670000
476,971,maison,1991.0,4,100, GUJAN MESTRAS,300000
477,972,maison,2009.0,5,115, LANGON,275000
478,973,maison,1975.0,3,62, LEGE CAP FERRET,281988
479,974,maison,1970.0,4,97, ARES,281000
480,985,appartement,1989.0,4,83, BORDEAUX,324000
481,986,appartement,2006.0,2,45, CARBON BLANC,154000
482,987,maison,2017.0,4,85, LA TESTE DE BUCH,388500
483,988,maison,2003.0,4,100, PAREMPUYRE,242000
484,992,maison,1972.0,5,110, GUJAN MESTRAS,418000
485,993,appartement,1992.0,3,65, ARCACHON,485000
486,995,maison,1970.0,6,135, PODENSAC,305000
487,997,maison,1300.0,11,432, BORDEAUX,549000
488,998,maison,1965.0,4,89, AMBARES ET LAGRAVE,340000
489,999,maison,1979.0,5,112, AMBARES ET LAGRAVE,233200
490,1001,maison,1900.0,6,350, LIBOURNE,690000
491,1002,appartement,1994.0,2,32, BORDEAUX,150500
492,1005,appartement,2019.0,3,63, VILLENAVE D ORNON,240000
493,1006,maison,2002.0,5,89, CAZAUX                          ,332000
494,1007,maison,2000.0,7,195, BORDEAUX,870000
495,1008,maison,2009.0,6,250, LE TAILLAN MEDOC,704600
496,1009,maison,1968.0,6,297, FARGUES ST HILAIRE,730000
497,1012,maison,1850.0,3,55, ST MACAIRE,112000
498,1018,appartement,1970.0,3,74, BORDEAUX,241500
499,1019,maison,1980.0,6,200, LANGON,418000
500,1021,appartement,2008.0,2,43, MERIGNAC,170000
501,1025,maison,1800.0,1,140, ST SULPICE ET CAMEYRAC,136500
502,1026,maison,1900.0,11,350, ST EMILION,399000
503,1029,maison,1880.0,5,140, BOURG,197000
504,1030,maison,2016.0,6,150, CARBON BLANC,318000
505,1031,maison,1959.0,8,225, BORDEAUX,997500
506,1034,maison,1982.0,6,130, MERIGNAC,620000
507,1036,maison,1800.0,6,210, LIBOURNE,294000
508,1037,maison,1850.0,6,240, ST EMILION,575000
509,1038,maison,1958.0,6,150, BORDEAUX,295000
510,1039,maison,1975.0,4,117, AMBARES ET LAGRAVE,257000
511,1042,appartement,2019.0,2,45, BORDEAUX,230000
512,1045,maison,1999.0,8,220, LIBOURNE,680000
513,1046,appartement,1970.0,3,75, BORDEAUX,270000
514,1047,appartement,1970.0,3,65, TALENCE,210000
515,1049,appartement,2019.0,3,68, LA TESTE DE BUCH,348000
516,1050,appartement,2019.0,4,90, LA TESTE DE BUCH,425000
517,1051,appartement,2019.0,2,44, LA TESTE DE BUCH,201000
518,1052,maison,1900.0,5,240, SABLONS,335000
519,1053,maison,1960.0,5,125, VILLENAVE D ORNON,499000
520,1054,maison,1900.0,11,300, BORDEAUX,1842000
521,1055,maison,1800.0,11,500, BARSAC,560000
522,1057,maison,1956.0,4,83, LA TESTE DE BUCH,380000
523,1058,appartement,2022.0,2,46, BIGANOS,189600
524,1059,appartement,2020.0,4,83, BEGLES,435000
525,1070,appartement,1965.0,5,97, MERIGNAC,305000
526,1072,maison,2017.0,5,140, BORDEAUX,436800
527,1073,maison,1990.0,5,132, GUJAN MESTRAS,525000
528,1076,maison,1930.0,6,135, TALENCE,599000
529,1077,maison,2000.0,4,111, TALAIS,269600
530,1078,maison,1850.0,6,143, LANGON,212000
531,1081,maison,1909.0,7,129, ANGLADE,178500
532,1089,maison,1985.0,5,115, LE BARP,355000
533,1091,maison,1870.0,8,210, BORDEAUX,945000
534,1097,maison,1732.0,9,304, LUGASSON,399500
535,1098,appartement,2004.0,3,69, BORDEAUX,344800
536,1109,maison,1930.0,6,152, BORDEAUX,638000
537,1119,maison,1974.0,5,160, ARCACHON,2205000
538,1120,maison,1982.0,5,160, ARES,530000
539,1121,maison,1960.0,3,64, AUDENGE,254400
540,1122,maison,1900.0,8,280, LIBOURNE,499000
541,1124,maison,1975.0,8,206, LA TESTE DE BUCH,470000
542,1125,maison,2003.0,5,135, LACANAU OCEAN                   ,675000
543,1126,appartement,2020.0,4,81, BRUGES,323000
544,1127,appartement,2020.0,4,83, LE BOUSCAT,509000
545,1129,maison,1963.0,5,120, ARCACHON,1295000
546,1130,appartement,1975.0,4,115, ARCACHON,840000
547,1131,maison,1900.0,6,160, CADILLAC,122925
548,1132,appartement,2009.0,2,47, ARES,169600
549,1136,maison,2001.0,5,133, GRAYAN ET L HOPITAL,349000
550,1138,maison,1900.0,7,280, BORDEAUX,985000
551,1140,maison,1895.0,9,256, LANTON,1190000
552,1141,maison,1996.0,6,144, GUJAN MESTRAS,65000
553,1143,maison,1850.0,5,104, ST MACAIRE,238000
554,1144,appartement,2012.0,3,70, SOULAC SUR MER,189000
555,1145,appartement,2008.0,2,32, ARCACHON,259700
556,1150,maison,1990.0,5,134, GUJAN MESTRAS,627500
