,id,type_de_bien,année,nb_de_pieces,surface,ville,prix
557,1151,maison,1990.0,5,134, GUJAN MESTRAS,640000
558,1152,appartement,2018.0,3,65, CENON,215000
559,1153,maison,1850.0,6,143, ST GERMAIN D ESTEUIL,240000
560,1155,maison,1900.0,11,240, BAZAS,233200
561,1156,maison,1900.0,2,38, LIBOURNE,133000
562,1157,maison,1889.0,12,353, MARGAUX,870000
563,1158,appartement,1980.0,2,28, LACANAU OCEAN                   ,96000
564,1159,maison,1980.0,5,96, ST YZAN DE SOUDIAC,196000
565,1160,maison,1900.0,10,211, BOURG,575000
566,1167,maison,1981.0,5,125, JAU DIGNAC ET LOIRAC,227000
567,1172,appartement,2003.0,2,62, GUJAN MESTRAS,262000
568,1174,appartement,1980.0,3,47, ANDERNOS LES BAINS,237000
569,1177,appartement,1850.0,2,40, BORDEAUX,302000
570,1178,maison,2005.0,3,73, ST MEDARD DE GUIZIERES,119000
571,1179,maison,1996.0,7,178, PESSAC,634400
572,1180,appartement,1900.0,3,96, BORDEAUX,685000
573,1181,maison,1900.0,3,128, ST ANDRE DE CUBZAC,105000
574,1185,maison,1900.0,3,128, BOURG,105000
575,1189,appartement,1995.0,1,26, LE BOUSCAT,129600
576,1190,maison,1978.0,6,117, ST LOUBES,312000
577,1191,maison,1950.0,4,165, LE BOUSCAT,661000
578,1193,maison,1900.0,5,130, BORDEAUX,772000
579,1194,maison,2006.0,5,135, SADIRAC,462000
580,1196,maison,2018.0,5,155, CANEJAN,824000
581,1199,maison,1975.0,4,116, LESPARRE MEDOC,156200
582,1209,appartement,2008.0,2,45, BEGLES,159990
583,1210,maison,1987.0,5,215, ARCACHON,1780000
584,1212,appartement,1900.0,3,60, BORDEAUX,425000
585,1213,maison,1860.0,9,235, BORDEAUX,1100000
586,1214,appartement,2011.0,3,74, BORDEAUX,395000
587,1215,maison,1990.0,7,118, POMPIGNAC,432000
588,1218,appartement,1900.0,3,80, BORDEAUX,470000
589,1220,maison,1900.0,5,156, GUJAN MESTRAS,485000
590,1221,maison,1900.0,5,156, GUJAN MESTRAS,485000
591,1223,maison,2010.0,4,78, ST VIVIEN DE MEDOC,156200
592,1224,maison,1880.0,6,210, LA REOLE,299000
593,1225,appartement,2021.0,2,51, BRUGES,211000
594,1235,maison,1900.0,5,92, LE TAILLAN MEDOC,249700
595,1236,maison,1972.0,5,97, GRADIGNAN,360400
596,1237,appartement,1958.0,3,82, BORDEAUX,335000
597,1240,maison,1900.0,8,180, BAZAS,285000
598,1241,appartement,1700.0,5,143, BORDEAUX,649000
599,1243,maison,1876.0,3,99, BEGADAN,172200
600,1245,maison,1990.0,3,58, HOURTIN,223000
601,1246,appartement,1900.0,4,128, BORDEAUX,599000
602,1248,maison,1928.0,5,140, PYLA SUR MER,1280000
603,1250,maison,1940.0,5,156, ARCACHON,585000
604,1251,appartement,2015.0,4,82, BORDEAUX,370000
605,1260,maison,1985.0,6,158, BORDEAUX,472000
606,1261,appartement,2011.0,3,61, SOULAC SUR MER,148400
607,1264,maison,1900.0,12,475, GALGON,1000000
608,1265,appartement,2017.0,5,109, BORDEAUX,550000
609,1266,appartement,2019.0,2,40, ST MEDARD EN JALLES,187400
610,1267,appartement,2019.0,2,40, BRUGES,184000
611,1268,appartement,2019.0,2,45, VILLENAVE D ORNON,185900
612,1271,maison,1900.0,3,100, BORDEAUX,550000
613,1275,maison,1850.0,8,261, AUROS,420000
614,1276,maison,1990.0,6,203, AMBARES ET LAGRAVE,520000
615,1277,maison,1900.0,4,120, LAPOUYADE,212000
616,1279,maison,1960.0,5,137, MERIGNAC,449000
617,1280,maison,1960.0,5,137, MERIGNAC,490000
618,1281,appartement,2006.0,3,64, LA TESTE DE BUCH,219000
619,1284,maison,1992.0,3,40, LACANAU OCEAN                   ,267000
620,1285,maison,1980.0,6,144, ST YZANS DE MEDOC,285000
621,1286,maison,1900.0,5,155, LESPARRE MEDOC,119000
622,1288,maison,2004.0,4,100, GUJAN MESTRAS,330000
623,1289,appartement,1900.0,3,117, BORDEAUX,539000
624,1290,maison,1935.0,5,118, BORDEAUX,460000
625,1291,maison,1900.0,4,115, BORDEAUX,535600
626,1294,maison,2008.0,4,107, LANTON,449000
627,1295,maison,1850.0,7,211, LANGON,264000
628,1296,maison,1983.0,5,111, LANTON,375000
629,1297,maison,1930.0,7,160, BORDEAUX,728000
630,1298,maison,1930.0,6,150, BORDEAUX,599900
631,1306,maison,1970.0,7,150, ARCACHON,1398000
632,1307,maison,1955.0,6,200, BORDEAUX,1255000
633,1309,maison,2007.0,7,162, MONSEGUR,277000
634,1310,maison,2015.0,3,67, MERIGNAC,298870
635,1311,appartement,1987.0,3,64, BORDEAUX,285000
636,1312,maison,2006.0,4,90, LA TESTE DE BUCH,370000
637,1313,appartement,1900.0,2,43, BORDEAUX,241000
638,1316,appartement,1900.0,3,132, BORDEAUX,430500
639,1317,appartement,2021.0,2,48, BIGANOS,198000
640,1318,appartement,2016.0,3,67, BORDEAUX,344800
641,1319,maison,1900.0,5,140, LUDON MEDOC,420000
642,1321,maison,1900.0,11,300, BORDEAUX,1207000
643,1323,appartement,1970.0,4,72, ANDERNOS LES BAINS,252000
644,1326,maison,1964.0,3,70, EYSINES,315000
645,1329,maison,2006.0,5,140, SAUMOS,375000
646,1330,appartement,1790.0,4,107, BORDEAUX,619000
647,1331,maison,1970.0,6,207, BORDEAUX,1155000
648,1332,maison,1880.0,8,290, BLAYE,297000
649,1334,maison,1880.0,5,131, BORDEAUX,710000
650,1336,maison,1992.0,6,130, LE BOUSCAT,575000
651,1337,appartement,1960.0,3,82, BORDEAUX,455000
652,1341,maison,1900.0,7,167, BORDEAUX,815000
653,1346,maison,1920.0,6,120, ST DENIS DE PILE,169000
654,1347,maison,1900.0,8,260, BRANNE,530000
655,1348,maison,1990.0,4,90, MONPRIMBLANC,232000
656,1351,maison,2000.0,6,224, CAZAUX                          ,460000
657,1352,maison,1975.0,5,94, BORDEAUX,385000
658,1353,maison,1974.0,7,150, LORMONT,460000
659,1356,maison,1850.0,6,133, CASTETS EN DORTHE,130000
660,1357,maison,1850.0,6,187, LANGON,222000
661,1359,maison,1986.0,5,95, CADILLAC,300000
662,1361,appartement,1975.0,3,44, ARCACHON,318000
663,1364,appartement,1973.0,4,94, BORDEAUX,425000
664,1366,maison,1992.0,3,42, LACANAU OCEAN                   ,262000
665,1371,maison,1900.0,7,320, ST DENIS DE PILE,299000
666,1372,maison,1954.0,5,157, BORDEAUX,760000
667,1373,maison,1981.0,6,130, CASTILLON LA BATAILLE,159000
668,1379,maison,1873.0,7,320, CREON,499500
669,1380,maison,1750.0,10,370, ST ANDRE DE CUBZAC,525000
670,1383,maison,1984.0,8,154, BLANQUEFORT,475000
671,1384,maison,1978.0,5,110, ST EMILION,265000
672,1385,maison,2007.0,6,120, CENON,504000
673,1386,maison,1900.0,12,318, ST CHRISTOLY DE BLAYE,140000
674,1387,maison,2003.0,3,43, SOULAC SUR MER,111600
675,1388,maison,1950.0,4,104, SOULAC SUR MER,336600
676,1389,maison,1980.0,8,167, LACANAU OCEAN                   ,490000
677,1390,maison,1990.0,6,149, LE HAILLAN,547000
678,1391,maison,2005.0,5,150, SOULAC SUR MER,388500
679,1408,maison,1900.0,3,66, LIBOURNE,202000
680,1410,appartement,1880.0,5,145, BORDEAUX,785000
681,1411,maison,1800.0,6,260, JAU DIGNAC ET LOIRAC,378200
682,1412,maison,1850.0,8,340, ST ANDRE DE CUBZAC,349000
683,1413,maison,1978.0,8,315, BORDEAUX,910000
684,1415,maison,2012.0,5,102, ST CAPRAIS DE BORDEAUX,287000
685,1424,appartement,2009.0,2,39, PAREMPUYRE,140000
686,1426,appartement,1900.0,2,53, BORDEAUX,272000
687,1428,maison,1990.0,6,160, AMBARES ET LAGRAVE,518000
688,1430,appartement,1900.0,2,79, BORDEAUX,325000
689,1431,maison,1980.0,6,133, LANTON,367500
690,1432,maison,1960.0,4,94, SOULAC SUR MER,199200
691,1433,maison,1958.0,6,156, ST VIVIEN DE MEDOC,264500
692,1434,maison,1941.0,6,165, BORDEAUX,832000
693,1436,appartement,2020.0,4,94, BORDEAUX,420000
694,1437,appartement,2021.0,3,67, PESSAC,316000
695,1438,appartement,2020.0,4,89, BORDEAUX,525000
696,1449,maison,1975.0,8,232, CUDOS,214000
697,1451,maison,1900.0,4,239, LIBOURNE,126000
698,1452,maison,1880.0,11,290, ST EMILION,441000
699,1453,maison,2018.0,6,177, ST GENES DE FRONSAC,546000
700,1459,maison,2009.0,5,165, BRUGES,790000
701,1460,maison,2017.0,4,112, GUJAN MESTRAS,460000
702,1464,maison,2014.0,4,116, ARCACHON,890000
703,1465,maison,1930.0,3,151, OMET,230000
704,1466,maison,2021.0,4,84, EYSINES,405000
705,1471,appartement,2017.0,3,77, BORDEAUX,520000
706,1473,maison,2007.0,7,205, LIBOURNE,404000
707,1475,appartement,1968.0,3,58, BORDEAUX,227000
708,1476,maison,2008.0,5,100, PAREMPUYRE,377000
709,1477,appartement,1900.0,2,42, BORDEAUX,285000
710,1478,appartement,1930.0,3,63, BORDEAUX,263000
711,1479,maison,1983.0,6,200, ST JEAN D ILLAC,647900
712,1481,maison,1930.0,8,143, ARES,813700
713,1489,appartement,2010.0,4,110, BORDEAUX,595000
714,1490,maison,1997.0,5,138, LA TESTE DE BUCH,689605
715,1491,maison,1950.0,5,160, BORDEAUX,892000
716,1492,maison,1983.0,5,133, BIGANOS,496500
717,1497,maison,1900.0,4,116, ANDERNOS LES BAINS,522500
718,1500,appartement,1976.0,1,20, ARCACHON,180000
719,1501,maison,2020.0,5,172, LA TESTE DE BUCH,1020000
720,1502,appartement,1900.0,5,165, BORDEAUX,1100000
721,1503,maison,1900.0,3,73, ST CHRISTOLY MEDOC,108000
722,1504,maison,1980.0,5,118, HOURTIN,367800
723,1505,appartement,2020.0,4,85, GRADIGNAN,376000
724,1506,maison,2008.0,8,220, SOULAC SUR MER,549000
725,1507,appartement,1990.0,1,44, TALENCE,147660
726,1508,maison,1300.0,11,264, LA REOLE,163000
727,1509,maison,1939.0,11,230, LIBOURNE,452000
728,1510,maison,1985.0,8,216, STE EULALIE,439000
729,1512,maison,1993.0,3,61, GUJAN MESTRAS,230000
730,1514,maison,2010.0,5,145, EYSINES,749000
731,1515,maison,2016.0,4,107, CAVIGNAC,218138
732,1516,maison,1952.0,8,210, PYLA SUR MER,2100000
733,1517,maison,2019.0,4,89, ANDERNOS LES BAINS,360000
734,1518,maison,2019.0,4,87, ANDERNOS LES BAINS,337000
735,1519,maison,1890.0,9,200, BORDEAUX,836000
736,1522,maison,1901.0,5,151, PUGNAC,160650
737,1540,appartement,2003.0,3,70, BRUGES,224000
738,1541,appartement,2017.0,2,79, BORDEAUX,395000
739,1542,appartement,2009.0,2,32, MERIGNAC,85000
740,1543,maison,1992.0,5,106, BORDEAUX,465025
741,1544,maison,2020.0,5,90, LE HAILLAN,420000
742,1545,maison,1989.0,7,180, ST SULPICE ET CAMEYRAC,392000
743,1546,maison,1975.0,6,133, MONTUSSAN,399000
744,1550,maison,2015.0,3,78, ST SULPICE ET CAMEYRAC,275000
745,1555,appartement,2000.0,2,30, LACANAU OCEAN                   ,105000
746,1556,maison,1850.0,5,128, ST ANDRE DE CUBZAC,119000
747,1557,maison,1900.0,8,377, ETAULIERS,184000
748,1558,maison,1900.0,5,175, ST LAURENT MEDOC,240000
749,1559,maison,1930.0,5,110, TALENCE,485000
750,1560,maison,1976.0,4,94, AMBARES ET LAGRAVE,287550
751,1561,maison,1980.0,6,150, MERIGNAC,574900
752,1564,maison,1988.0,6,145, SALLES,399000
753,1566,maison,1915.0,5,155, LUDON MEDOC,364000
754,1568,appartement,1900.0,3,75, BORDEAUX,249000
755,1569,appartement,1900.0,3,60, BORDEAUX,179000
756,1570,maison,1983.0,6,155, GUITRES,210000
757,1571,maison,1980.0,3,60, GUITRES,118000
758,1574,appartement,2015.0,2,40, MERIGNAC,155000
759,1575,appartement,1949.0,1,25, BORDEAUX,128750
760,1581,appartement,1977.0,3,44, LACANAU OCEAN                   ,195000
761,1584,appartement,1900.0,1,38, BORDEAUX,191700
762,1589,maison,2019.0,4,84, BORDEAUX,485000
763,1590,maison,2019.0,4,89, BORDEAUX,510000
764,1592,maison,1948.0,3,93, AMBARES ET LAGRAVE,196400
765,1594,maison,1930.0,3,72, BORDEAUX,273000
766,1598,maison,1900.0,6,220, BORDEAUX,735000
767,1599,appartement,2019.0,2,33, LATRESNE,179360
768,1600,maison,2009.0,4,85, MIOS,286000
769,1601,maison,2017.0,5,140, GRAYAN ET L HOPITAL,436800
770,1602,appartement,1970.0,4,99, BORDEAUX,546000
771,1603,maison,1927.0,9,220, NAUJAC SUR MER,368000
772,1604,maison,1995.0,7,164, MERIGNAC,515000
773,1605,maison,1900.0,8,210, ST EMILION,477000
774,1607,appartement,1959.0,5,91, BORDEAUX,274300
775,1611,maison,1992.0,8,200, AUDENGE,378000
776,1612,maison,1960.0,6,115, MERIGNAC,370000
777,1613,maison,1793.0,5,298, IZON,548625
778,1614,maison,2003.0,9,195, MERIGNAC,855000
779,1615,maison,1900.0,4,103, GRADIGNAN,274300
780,1616,maison,1973.0,6,127, GRADIGNAN,347000
781,1617,maison,2017.0,5,110, VILLENAVE D ORNON,433675
782,1618,maison,1800.0,7,170, GRADIGNAN,606100
783,1619,maison,1965.0,5,105, GRADIGNAN,335000
784,1620,maison,1955.0,3,75, GRADIGNAN,315000
785,1621,maison,1958.0,4,81, CENON,298200
786,1622,maison,1988.0,5,112, SOULAC SUR MER,357400
787,1623,maison,1800.0,8,145, LA REOLE,145000
788,1628,maison,2018.0,6,210, SALLES,583300
789,1629,maison,1960.0,8,245, ARCACHON,1463000
790,1630,maison,2009.0,2,42, GRIGNOLS,72000
791,1631,maison,1900.0,4,117, ANDERNOS LES BAINS,522500
792,1635,appartement,2020.0,2,48, GRADIGNAN,233000
793,1636,maison,1900.0,5,140, BORDEAUX,687000
794,1637,maison,1900.0,7,150, BORDEAUX,770000
795,1638,maison,2012.0,4,96, LACANAU,288000
796,1639,appartement,1975.0,3,45, ARCACHON,275600
797,1641,maison,1928.0,8,300, MIOS,618800
798,1642,maison,2007.0,5,131, AUDENGE,405000
799,1643,appartement,1880.0,5,131, BORDEAUX,703000
800,1644,maison,1900.0,10,297, ST EMILION,282000
801,1646,maison,1985.0,6,143, BRANNE,255000
802,1647,maison,1985.0,9,237, BRANNE,389000
803,1648,maison,1985.0,6,143, ST JEAN DE BLAIGNAC,245000
804,1649,maison,1985.0,9,237, BRANNE,389000
805,1650,maison,1850.0,5,190, LA REOLE,175000
806,1651,maison,1979.0,4,105, GUJAN MESTRAS,428000
807,1655,maison,1480.0,7,280, ST EMILION,533000
808,1656,appartement,1900.0,8,191, BORDEAUX,1060000
809,1658,maison,1990.0,6,188, PESSAC,620000
810,1660,maison,1960.0,6,125, GIRONDE SUR DROPT,159500
811,1661,maison,1900.0,5,145, BORDEAUX,780000
812,1664,maison,1960.0,4,90, ARCACHON,880000
813,1665,appartement,1970.0,4,108, GUJAN MESTRAS,275000
814,1666,maison,2006.0,4,80, FLOIRAC,252000
815,1667,maison,1800.0,13,350, ST EMILION,653000
816,1668,maison,1986.0,3,70, ST ANDRE DE CUBZAC,182000
817,1669,maison,1920.0,5,90, MERIGNAC,290000
818,1670,maison,1900.0,2,40, BORDEAUX,257000
819,1671,appartement,2009.0,2,32, CAMBES,84000
820,1673,appartement,1998.0,3,46, LA TESTE DE BUCH,202000
821,1688,maison,1900.0,4,130, MONTAGNE,295000
822,1689,appartement,1970.0,4,68, BORDEAUX,200000
823,1690,appartement,1975.0,2,51, ARCACHON,349000
824,1691,maison,1975.0,8,250, ANDERNOS LES BAINS,637000
825,1692,maison,1966.0,5,85, NERIGEAN,254000
826,1695,appartement,1300.0,2,44, LATRESNE,204000
827,1697,appartement,1900.0,3,61, BORDEAUX,252000
828,1698,appartement,1900.0,3,54, BORDEAUX,209000
829,1701,maison,1980.0,5,130, ST MEDARD EN JALLES,445000
830,1702,maison,2007.0,8,330, EYSINES,1575000
831,1704,maison,1940.0,6,130, ARCACHON,1100000
832,1706,maison,2008.0,6,215, TRESSES,750000
833,1707,maison,1900.0,5,130, CAVIGNAC,192600
834,1708,maison,1800.0,7,318, LANGON,472500
835,1710,appartement,1974.0,2,49, BORDEAUX,224600
836,1714,maison,1980.0,7,180, ANDERNOS LES BAINS,490000
837,1715,maison,1986.0,6,108, LANGON,181000
838,1716,maison,2000.0,4,81, ARES,347750
839,1717,appartement,2022.0,3,55, EYSINES,193000
840,1718,appartement,2022.0,2,45, EYSINES,169000
841,1719,appartement,2021.0,2,39, ST JEAN D ILLAC,147400
842,1720,appartement,2021.0,4,85, LE BOUSCAT,550000
843,1721,appartement,2021.0,3,65, LORMONT,218300
844,1722,appartement,1900.0,4,129, BORDEAUX,625000
845,1723,appartement,2008.0,3,62, ST ANDRE DE CUBZAC,149000
846,1734,maison,1952.0,5,125, LIBOURNE,199000
847,1735,maison,1880.0,2,750, LIBOURNE,420000
848,1736,maison,2003.0,6,137, ST QUENTIN DE BARON,399000
849,1737,appartement,1920.0,1,23, BORDEAUX,99000
850,1738,maison,2003.0,4,118, SALLES,399900
851,1739,maison,2017.0,4,95, LA TESTE DE BUCH,439000
852,1740,maison,2017.0,4,95, CAZAUX                          ,439000
853,1741,maison,1996.0,6,157, ANDERNOS LES BAINS,627000
854,1742,maison,1878.0,9,317, SAMONAC,485000
855,1743,maison,1895.0,6,210, CAMPUGNAN,299500
856,1744,maison,1878.0,9,317, SAMONAC,485000
857,1745,appartement,2018.0,3,64, LA TESTE DE BUCH,278000
858,1746,appartement,2018.0,3,78, LA TESTE DE BUCH,325000
859,1747,appartement,2018.0,2,45, LA TESTE DE BUCH,199000
860,1748,appartement,2008.0,3,60, CAMBES,121800
861,1751,maison,1975.0,7,180, ST JEAN D ILLAC,585000
862,1761,maison,2010.0,4,155, LIBOURNE,299000
863,1762,maison,1930.0,10,330, BORDEAUX,2100000
864,1763,appartement,2019.0,4,91, PAREMPUYRE,360000
865,1764,appartement,1950.0,6,219, BORDEAUX,798000
866,1765,maison,1950.0,6,219, BORDEAUX,798000
867,1767,maison,1900.0,8,350, BLAYE,368000
868,1768,appartement,1989.0,3,67, BORDEAUX,263750
869,1769,maison,2000.0,4,87, AUDENGE,378000
870,1773,maison,1900.0,7,166, LIBOURNE,250000
871,1774,appartement,2021.0,3,69, BORDEAUX,345000
872,1775,appartement,2021.0,4,93, BORDEAUX,470000
873,1777,maison,2011.0,4,122, SOULAC SUR MER,252000
874,1778,maison,1993.0,5,105, LACANAU OCEAN                   ,525000
875,1784,appartement,1970.0,3,75, BORDEAUX,275000
876,1785,maison,1900.0,5,138, BORDEAUX,570000
877,1786,maison,1900.0,7,220, LIBOURNE,283000
878,1787,appartement,1965.0,4,66, BORDEAUX,214000
879,1788,maison,1965.0,5,133, MERIGNAC,470000
880,1789,maison,1980.0,6,160, LANTON,555000
881,1790,maison,1950.0,4,78, GUJAN MESTRAS,399000
882,1791,maison,1900.0,5,118, LIBOURNE,137000
883,1792,maison,1900.0,10,415, BORDEAUX,915000
884,1793,maison,1960.0,5,152, LESPARRE MEDOC,210000
885,1796,appartement,1900.0,2,62, BORDEAUX,321000
886,1798,maison,1850.0,4,84, LANGON,149000
887,1799,appartement,2008.0,3,69, ST GERVAIS,145000
888,1813,appartement,1975.0,2,47, GRADIGNAN,157500
889,1814,maison,1873.0,6,197, BALIZAC,357000
890,1815,appartement,1875.0,2,49, BORDEAUX,261000
891,1816,maison,1978.0,5,121, ST SULPICE ET CAMEYRAC,357500
892,1821,appartement,2006.0,2,46, LE BOUSCAT,191200
893,1822,appartement,2008.0,3,69, VILLENAVE D ORNON,213000
894,1824,maison,1780.0,16,400, BORDEAUX,1890000
895,1825,maison,1985.0,8,184, LIBOURNE,413500
896,1826,maison,1800.0,8,315, ST EMILION,775000
897,1827,maison,2000.0,7,200, LA TESTE DE BUCH,843000
898,1830,maison,1870.0,7,288, ST QUENTIN DE CAPLONG,428450
899,1831,maison,2007.0,6,123, ARES,416000
900,1836,maison,1950.0,5,75, LIBOURNE,202000
901,1839,maison,1890.0,9,306, BORDEAUX,1627000
902,1841,maison,2011.0,9,380, LA TESTE DE BUCH,1795000
903,1844,maison,1900.0,3,75, VENSAC,212000
904,1845,appartement,1983.0,4,108, BORDEAUX,430000
905,1846,appartement,1968.0,5,93, BORDEAUX,286000
906,1847,appartement,2021.0,3,59, GUJAN MESTRAS,257700
907,1851,maison,1750.0,6,220, ST ANDRE DE CUBZAC,474000
908,1852,maison,1750.0,7,540, ST ANDRE DE CUBZAC,574750
909,1864,appartement,2008.0,4,99, MERIGNAC,359000
910,1865,appartement,1800.0,3,67, BORDEAUX,447200
911,1866,maison,1930.0,7,170, BORDEAUX,779900
912,1868,maison,1870.0,9,200, MARGAUX,499000
913,1870,maison,2019.0,4,103, LEOGNAN,414400
914,1871,maison,2019.0,4,98, LEOGNAN,429400
915,1872,maison,2005.0,5,136, ANDERNOS LES BAINS,514000
916,1874,appartement,1979.0,4,80, BEGLES,284000
917,1876,maison,1850.0,6,125, LE HAILLAN,369250
918,1877,appartement,1950.0,6,219, BORDEAUX,798000
919,1878,maison,1977.0,6,157, ARVEYRES,399000
920,1879,maison,1974.0,5,98, GRADIGNAN,368000
921,1880,appartement,1900.0,4,135, BORDEAUX,919000
922,1881,maison,1791.0,5,167, SALLES,437500
923,1882,maison,2005.0,5,196, LA BREDE,447000
924,1885,maison,2019.0,4,82, LEOGNAN,289000
925,1887,maison,1900.0,8,350, BLAYE,380000
926,1888,maison,2018.0,6,232, BELIN BELIET,550000
927,1889,maison,1900.0,6,120, LIBOURNE,259000
928,1891,maison,2005.0,4,111, LA TESTE DE BUCH,520000
929,1892,maison,1850.0,10,296, PUGNAC,360000
930,1893,appartement,1800.0,3,74, BORDEAUX,399900
931,1894,maison,1972.0,5,100, BORDEAUX,474900
932,1899,appartement,2005.0,3,58, ARCACHON,461100
933,1904,maison,2018.0,4,130, ARCACHON,1470000
934,1910,appartement,2021.0,2,42, BORDEAUX,219000
935,1911,maison,1870.0,8,276, ST EMILION,735000
936,1912,appartement,2005.0,3,63, LANGON,119900
937,1915,maison,1896.0,6,143, BORDEAUX,778960
938,1916,appartement,1950.0,3,111, BORDEAUX,479000
939,1918,appartement,1975.0,1,31, ARCACHON,327360
940,1919,maison,1880.0,7,309, LIBOURNE,457000
941,1921,maison,1830.0,7,286, ST ANDRE DE CUBZAC,493500
942,1923,appartement,1970.0,5,84, BORDEAUX,275000
943,1925,maison,1900.0,6,172, ANGLADE,321000
944,1930,maison,1900.0,5,159, CADAUJAC,473684
945,1932,maison,1671.0,9,420, ST EMILION,1299000
946,1935,maison,1989.0,5,120, BLAYE,267240
947,1948,maison,1970.0,5,111, FLOIRAC,357000
948,1949,maison,2019.0,7,135, MERIGNAC,450000
949,1950,appartement,1900.0,3,102, BORDEAUX,693000
950,1951,maison,2007.0,4,100, ST MARTIN DE LAYE,219000
951,1953,maison,1900.0,5,135, ST LOUBES,507800
952,1955,appartement,1965.0,4,88, CARBON BLANC,204900
953,1956,maison,1989.0,5,101, AUDENGE,280350
954,1957,maison,1960.0,5,100, BORDEAUX,418000
955,1961,appartement,1900.0,3,55, BORDEAUX,299000
956,1963,maison,1850.0,5,125, LANGON,238000
957,1964,appartement,2020.0,4,81, GRADIGNAN,344200
958,1965,appartement,2020.0,4,109, PESSAC,488000
959,1966,appartement,2020.0,4,84, MERIGNAC,330000
960,1967,maison,2020.0,4,87, LE BOUSCAT,377000
961,1973,appartement,1600.0,5,150, BORDEAUX,242000
962,1975,appartement,1970.0,4,96, AUDENGE,273000
963,1977,maison,1900.0,7,200, BORDEAUX,945000
964,1978,maison,1902.0,5,112, FRONSAC,225000
965,1987,appartement,2018.0,2,38, VILLENAVE D ORNON,153000
966,1988,maison,1992.0,2,45, HOURTIN,140700
967,1991,maison,2005.0,5,90, PEUJARD,158000
968,1992,maison,1870.0,13,280, GENSAC,598000
969,1993,maison,1450.0,12,400, LA REOLE,1050000
970,1997,maison,1900.0,6,172, ANGLADE,321000
971,1998,maison,2011.0,6,152, ST ANDRE DE CUBZAC,417000
972,1999,appartement,2016.0,3,56, LA TESTE DE BUCH,270000
973,2000,maison,1980.0,4,71, LEGE CAP FERRET,379500
974,2005,appartement,2009.0,2,46, BORDEAUX,213000
975,2006,maison,1950.0,5,150, PESSAC,470000
976,2007,maison,1800.0,4,130, GENISSAC,125000
977,2010,maison,2020.0,3,83, LEOGNAN,296400
978,2011,maison,1996.0,6,157, ANDERNOS LES BAINS,627000
979,2012,maison,1830.0,12,348, LANGON,349800
980,2018,maison,1900.0,7,197, BOURG,230000
981,2019,maison,1974.0,4,93, ARES,399000
982,2020,maison,1992.0,4,90, SALLES,165000
983,2021,maison,1977.0,8,330, ARCACHON,1553000
984,2022,appartement,2019.0,2,42, BRUGES,139000
985,2024,maison,2011.0,6,164, LACANAU OCEAN                   ,850000
986,2025,maison,1900.0,4,110, ST EMILION,285000
987,2031,maison,1950.0,7,160, COUTRAS,325000
988,2035,maison,1945.0,8,195, ST LOUBES,673500
989,2039,maison,1972.0,6,240, ARCACHON,1768000
990,2043,maison,2018.0,5,89, BORDEAUX,435000
991,2044,maison,1900.0,5,125, BORDEAUX,640000
992,2047,appartement,2016.0,4,103, ARCACHON,723000
993,2049,appartement,1900.0,2,39, BORDEAUX,213000
994,2052,appartement,1754.0,4,135, BORDEAUX,945000
995,2053,appartement,1750.0,3,56, BORDEAUX,299000
996,2054,maison,1900.0,4,105, CADILLAC,149000
997,2055,maison,1930.0,4,47, BORDEAUX,226825
998,2056,maison,1820.0,6,145, BAZAS,329000
999,2059,maison,1970.0,4,110, GUJAN MESTRAS,470000
1000,2062,maison,1980.0,4,110, ST EMILION,230000
1001,2063,maison,2007.0,5,236, LE BOUSCAT,1211000
1002,2064,appartement,2014.0,2,44, BORDEAUX,223000
1003,2065,maison,1987.0,6,162, LE BOUSCAT,698000
1004,2066,maison,1989.0,8,200, ST EMILION,320000
1005,2067,maison,2003.0,4,88, LEGE CAP FERRET,341000
1006,2069,maison,1996.0,3,76, LA TESTE DE BUCH,319000
1007,2071,appartement,1990.0,3,66, BORDEAUX,299000
1008,2072,maison,1959.0,3,119, BEYCHAC ET CAILLAU,180000
1009,2074,maison,1950.0,9,180, ST CAPRAIS DE BLAYE,110000
1010,2075,maison,2020.0,5,167, LA TESTE DE BUCH,1020000
1011,2077,maison,2010.0,4,114, ST ANDRE DE CUBZAC,276000
1012,2078,maison,2007.0,4,84, ARES,311000
1013,2079,maison,2008.0,4,115, LEGE CAP FERRET,574975
1014,2080,maison,2009.0,5,156, BEGADAN,295200
1015,2081,maison,1850.0,5,130, VENDAYS MONTALIVET,265000
1016,2082,maison,1900.0,5,117, LEOGNAN,315000
1017,2083,maison,1977.0,4,100, BORDEAUX,428450
1018,2084,maison,1900.0,5,158, ARVEYRES,344000
1019,2085,maison,1950.0,3,65, VILLENAVE D ORNON,262900
1020,2089,maison,2011.0,4,93, ST ANDRE DE CUBZAC,213000
1021,2090,maison,1940.0,5,141, ANDERNOS LES BAINS,572000
1022,2091,maison,1970.0,4,69, ST VIVIEN DE MEDOC,182900
1023,2092,appartement,2008.0,2,42, GUJAN MESTRAS,179000
1024,2093,maison,1850.0,5,125, ST MACAIRE,238000
1025,2094,appartement,2020.0,4,90, CENON,306000
1026,2095,appartement,2020.0,3,58, PAREMPUYRE,190000
1027,2096,appartement,2022.0,3,66, MERIGNAC,284000
1028,2101,maison,2003.0,4,82, VENSAC,170000
1029,2102,maison,2010.0,4,85, LE BARP,288000
